Position,index,PIE,YEAR,AGE,PLAYER,FP,MIN,PTS,FGM,FGA,DREB,TOV,REB,FTA,FTM,AST,OREB,GP,3PA,OFFRTG,TS%,AST%,REB%,FG%,AST/TO,NETRTG,Salary,PlayerGrade
Forward,4750,11.6,2011,20,Derrick Favors,20.8,21.2,8.8,3.4,6.8,4.1,1.6,6.5,3,1.9,0.7,2.4,65,0,100.4,53.7,5.3,15.5,49.9,0.42,-0.5,4443360,good
Forward,2983,10.8,2018,22,Deyonta Davis,12,13.2,4,1.7,2.4,2.9,0.3,4,1.1,0.7,0.6,1.1,9,0.1,97.8,68.2,6.3,12.2,68.2,1.67,-9.8,1741503,aboveAvergae
Forward,3248,10.8,2017,21,Deyonta Davis,13.7,15.2,5.8,2.6,4.3,2.8,0.5,4,0.9,0.6,0.6,1.2,62,0,101,62.1,6.8,13,60.8,1.25,-8.3,1312611,aboveAvergae
Forward,2987,-12,2018,28,Donatas Motiejunas,3.7,4.3,2,1,2,0.3,1,1,0.7,0,0.3,0.7,3,0,67.9,43.6,20,11.5,50,0.33,-61.8,99289,belowAverage
Forward,3517,5.3,2016,26,Donatas Motiejunas,11,14.1,4.4,1.7,4.1,2.2,0.9,3,1.4,0.7,0.9,0.8,34,1.4,101.7,47,9.6,10.4,41.3,1.03,-11.1,607491,belowAverage
Forward,3770,6.6,2015,25,Donatas Motiejunas,12,14.8,6.2,2.4,5.5,1.9,1.2,2.9,1.4,0.9,1.1,1,37,1.5,105.5,50.4,11.6,9.7,43.9,0.93,4,1807006.47,aboveAvergae
Forward,4020,9.7,2014,24,Donatas Motiejunas,24,28.7,12,5,9.9,4,1.7,5.9,2.3,1.4,1.8,1.9,71,1.9,105.1,55.3,10.9,10.2,50.4,1.06,2.7,1483920,aboveAvergae
Forward,4271,6.8,2013,23,Donatas Motiejunas,11.9,15.4,5.5,2.1,4.8,2.7,0.8,3.6,1.5,0.9,0.5,1,62,1.4,103.8,50.4,5.8,11.3,44.3,0.69,3.2,1422720,aboveAvergae
Forward,4512,6.2,2012,22,Donatas Motiejunas,9.6,12.2,5.7,2.2,4.8,1.3,0.8,2.1,1.2,0.7,0.7,0.8,44,1.9,107.9,53.1,9.1,8.7,45.5,0.84,3.8,1361400,aboveAvergae
Forward,2998,12.5,2018,32,Ekpe Udoh,7.4,6.3,2.3,1,1.4,1.2,0.3,1.8,0.6,0.4,0.5,0.5,51,0,102.8,69.8,13.1,14.2,69.4,2.15,-7.7,3360000,good
Forward,3260,7.2,2017,31,Ekpe Udoh,11.9,12.9,2.6,1,1.9,1.3,0.3,2.4,0.9,0.7,0.8,1.1,63,0,103.6,56,9.3,9.5,50,2.65,3.3,3200000,good
Forward,4278,3.5,2013,27,Ekpe Udoh,12.1,19.1,3.4,1.4,3.4,2.1,0.9,3.5,1.1,0.7,0.7,1.5,42,0,99.2,44,5.9,9.1,39.9,0.82,-9.7,4469547,good
Forward,4763,5.4,2011,25,Ekpe Udoh,17.6,21.8,5.5,2.2,4.9,2.3,0.9,3.9,1.7,1.2,0.8,1.5,38,0,107.2,49.3,5.5,9,44.3,0.89,9.7,3294960,good
Forward,3000,9.5,2018,27,Eric Moreland,7.6,8.6,1.4,0.6,1.4,3.2,1,4,0,0,0.8,0.8,5,0.2,83.7,50,15.4,24.1,42.9,0.8,-21.9,309859,belowAverage
Forward,3261,10.3,2017,26,Eric Moreland,11.9,12,2.1,1,1.8,2.9,0.6,4.1,0.4,0.2,1.2,1.2,67,0,100.3,53.1,14.1,16.8,54.1,1.9,1.1,1740000,aboveAvergae
Forward,3779,4.7,2015,24,Eric Moreland,4,5.9,1,0.4,0.8,1,0.4,1.4,0.5,0.3,0.1,0.4,8,0,107.7,51.5,2.9,10.6,50,0.33,6.7,845059,belowAverage
Forward,3274,15.3,2017,28,Greg Monroe,24,20.4,10.3,4.3,7.6,4.7,1.8,6.9,2.3,1.7,2.2,2.1,51,0,100.9,59.8,18.9,17.2,56.5,1.21,-9.6,21384175,topPayer
Forward,3788,14.6,2015,26,Greg Monroe,32.9,29.3,15.3,6.2,11.9,6.1,1.6,8.8,3.9,2.9,2.3,2.8,79,0,105.8,56.2,12.8,15.7,52.2,1.38,-2.4,16407500,topPayer
Forward,4047,15,2014,25,Greg Monroe,34,31,15.9,6.1,12.4,6.9,2.2,10.2,4.9,3.7,2.1,3.3,69,0,103,54.9,11.9,16,49.6,0.95,-0.7,5479933,good
Forward,4292,11.8,2013,24,Greg Monroe,32.5,32.8,15.2,6.1,12.4,6.1,2,9.3,4.5,2.9,2.1,3.1,82,0,105.6,53.1,10.1,13.8,49.7,1.03,-2.7,4086453,good
Forward,5001,10.8,2010,21,Greg Monroe,24.5,27.8,9.4,3.8,6.9,4.4,1,7.5,2.9,1.8,1.3,3.1,80,0,107,57.5,7.5,14.7,55.1,1.3,-2.5,2798040,good
Forward,3278,10.9,2017,19,Ike Anigbogu,3.1,2.7,1.2,0.4,0.8,0.4,0.2,0.8,0.5,0.5,0,0.5,11,0,104.6,55.8,0,14.5,44.4,0,-25.5,950000,belowAverage
Forward,3037,6.2,2018,33,Jason Smith,8.3,9.5,3.3,1.1,3,1.8,0.7,2.6,0.8,0.7,0.7,0.8,20,1.3,96,49.2,11.2,12.5,35.6,1.08,-12.1,5450000,good
Forward,3301,4.6,2017,32,Jason Smith,7,8.6,3.4,1.4,3.5,1.1,0.5,1.6,0.6,0.6,0.4,0.5,33,1,95.5,45.5,8.4,9,39.1,0.88,-15.8,5225000,good
Forward,3551,8.7,2016,31,Jason Smith,12.9,14.4,5.7,2.4,4.4,2.6,0.8,3.5,0.7,0.5,0.5,0.9,74,1.1,106.5,59.8,5.2,12.1,52.9,0.64,0.1,5000000,good
Forward,3810,8.8,2015,30,Jason Smith,15,15.5,7.2,3.2,6.6,2.2,0.8,2.9,0.9,0.7,0.8,0.7,76,0.2,101.9,51.3,8.7,9.4,48.5,1.09,-1.1,4300000,good
Forward,4068,7.6,2014,29,Jason Smith,16.8,21.8,8,3.1,7.2,2.8,1.3,4,1.9,1.5,1.7,1.2,82,0.5,98,49.7,13.4,9.2,43.4,1.35,-12.8,3278000,good
Forward,4313,7.1,2013,28,Jason Smith,21.1,26.8,9.7,4.2,9.1,4.2,0.9,5.8,1.6,1.3,0.9,1.6,31,0,105.4,49.5,5.4,11.2,46.5,1.04,-2.5,2500000,good
Forward,4548,10.2,2012,27,Jason Smith,16.1,17.2,8.2,3.3,6.7,2.4,1.1,3.6,2,1.7,0.7,1.3,51,0.1,100.7,54.4,7.2,11.1,49,0.62,-3.2,2500000,good
Forward,4794,10.3,2011,26,Jason Smith,20.7,23.7,9.9,4.5,8.7,3.1,1,4.9,1.2,0.8,0.9,1.8,40,0.2,98.9,53.7,6.6,10.9,52,0.85,-2,2500000,good
Forward,5018,6.7,2010,25,Jason Smith,10.3,14.3,4.3,1.8,4,2,0.7,3.1,0.9,0.8,0.5,1.2,77,0,99.9,49,5.5,11.3,44.3,0.68,1.3,2187913,aboveAvergae
Forward,5236,4.8,2009,24,Jason Smith,9.2,11.8,3.4,1.3,3.1,1.4,0.6,2.4,0.8,0.5,0.6,1,56,0.5,102.7,49.1,7.6,11,43.1,0.94,-3.1,1418880,aboveAvergae
Forward,5242,13.3,2009,25,Joakim Noah,31.4,30.1,10.7,4.1,8.1,7.6,1.8,11,3.4,2.5,2.1,3.4,64,0,102,55.7,10.7,18.1,50.4,1.13,-1.6,2455680,aboveAvergae
Forward,5461,10,2008,24,Joakim Noah,22.7,24.2,6.7,2.6,4.7,4.5,1,7.6,2.3,1.5,1.3,3.1,80,0,107.6,59.4,7.8,16.2,55.6,1.29,2.1,2295480,aboveAvergae
Forward,5695,9.9,2007,23,Joakim Noah,19.2,20.7,6.6,2.4,5,3.3,1.2,5.6,2.6,1.8,1.1,2.4,74,0,101.8,53.9,8.7,13.3,48.2,0.94,-0.4,2135400,aboveAvergae
Forward,3046,13.6,2018,21,John Collins,35.2,30,19.5,7.6,13.6,6.2,2,9.8,4.4,3.3,2,3.6,61,2.6,111.7,62.7,10.2,15.4,56,1.01,-1.4,2299080,aboveAvergae
Forward,3311,11.9,2017,20,John Collins,25,24.1,10.5,4.2,7.4,4.9,1.4,7.3,2.5,1.8,1.3,2.4,74,0.6,101,62,9,14.7,57.6,0.93,-6.2,1936920,aboveAvergae
Forward,3069,12.4,2018,29,Kenneth Faried,21.6,19.7,10.4,4.2,7.2,4.1,0.9,6.8,2.7,1.7,0.5,2.6,37,0.7,113.7,62.2,4.3,16.4,58.9,0.61,4,14242782,topPayer
Forward,3074,9.2,2018,23,Kevon Looney,17.9,18.5,6.3,2.7,4.3,2.8,0.6,5.2,1.3,0.8,1.5,2.4,80,0.1,116.3,63.6,10.6,12.9,62.5,2.41,10.3,1567007,aboveAvergae
Forward,5062,13.2,2010,27,Marcin Gortat,24.7,25.4,10.2,4.2,7.5,6,1,7.9,2.4,1.8,0.9,1.9,80,0.1,105.7,59.4,5.7,15.8,56.1,0.86,0.5,6322320,topPayer
Forward,5277,9.4,2009,26,Marcin Gortat,11.6,13.4,3.6,1.5,2.8,2.9,0.6,4.2,0.9,0.6,0.2,1.3,81,0,104.8,56.3,2.4,15.4,53.3,0.37,2.6,5854000,topPayer
Forward,5499,12.5,2008,25,Marcin Gortat,12.6,12.6,3.8,1.7,3,3,0.4,4.5,0.7,0.4,0.2,1.5,63,0,96.9,57.8,3.2,17.2,56.7,0.56,-3.9,711517,belowAverage
Forward,5733,12.5,2007,24,Marcin Gortat,7.4,6.8,3,1.3,2.8,1.3,0.3,2.7,0.5,0.3,0.3,1.3,6,0,102.5,49.1,8,20.3,47.1,1,-4,427163,belowAverage
Forward,3371,7.1,2017,29,Miles Plumlee,11.9,16.7,4.3,1.9,3.3,2.7,1.1,4.1,1.1,0.5,0.8,1.4,55,0,99.1,57.4,7.4,12.1,58.3,0.71,-7.3,12400000,topPayer
Forward,4133,8.4,2014,26,Miles Plumlee,13.7,16.4,4,1.9,3.5,2.8,0.7,4.4,0.6,0.3,0.5,1.5,73,0,105.5,53.6,4.1,13.7,53.5,0.67,0.6,1169880,aboveAvergae
Forward,4376,10.1,2013,25,Miles Plumlee,22.1,24.5,8.1,3.6,6.9,5.4,1.4,7.8,1.7,0.9,0.5,2.5,80,0,105.6,52.9,3.3,15.9,51.7,0.39,1.3,1121520,aboveAvergae
Forward,3113,6.9,2018,36,Nene,10.1,13,3.6,1.4,2.8,2.1,0.3,2.9,1.1,0.7,0.6,0.8,42,0.1,111.1,55.2,7,10.5,51.7,2.36,9.2,3564867.32,good
Forward,3377,9.2,2017,35,Nene,13.6,14.6,6.5,2.6,4.6,2.3,0.7,3.4,2.1,1.3,0.9,1,52,0,115.2,59.4,9.3,11.6,56.9,1.18,17.1,6851755.69,topPayer
Forward,3627,11,2016,34,Nene,18.8,17.9,9.1,3.7,5.9,2.8,1.1,4.2,2.9,1.7,1,1.4,67,0.1,110.4,63,8.8,11.1,61.7,0.89,8.4,6338836.85,topPayer
Forward,3890,11.3,2015,33,Nene,20.1,19.2,9.2,3.7,6.7,3.6,1.3,4.5,3.2,1.9,1.7,0.9,57,0.1,102.7,56.4,14.5,12.3,54.4,1.28,1.3,7863980.34,topPayer
Forward,4136,9.7,2014,32,Nene,22,25.3,11,4.6,9,3.9,1.9,5.1,3,1.8,1.8,1.3,67,0.1,103.7,53.4,11.7,10.5,51.1,0.99,4.7,6993826.03,topPayer
Forward,4378,10.8,2013,31,Nene,29.3,29.4,14.2,5.6,11.2,4.3,2.2,5.5,5,2.9,2.9,1.2,53,0.1,103.1,53,16.6,9.8,50.3,1.31,3.4,9668306.26,topPayer
Forward,4620,12.5,2012,30,Nene,27.2,27.2,12.6,4.7,9.7,5,2.3,6.7,4.4,3.2,2.9,1.7,61,0,101.7,53.8,18.4,12.4,48,1.27,3.4,8973087.3,topPayer
Forward,4860,13.4,2011,29,Nene,29.4,28.5,13.7,5.4,10.1,5.8,2.5,7.5,4.3,2.9,2.1,1.6,39,0.1,103.9,57.3,12.3,13.9,53.7,0.83,4.3,12149363,topPayer
Forward,5521,12.4,2008,26,Nene,31.7,32.6,14.6,5.6,9.2,5.4,1.9,7.8,4.8,3.5,1.4,2.4,77,0.1,111,64.5,6.9,12.6,60.4,0.73,6.7,8730982.34,topPayer
Forward,5755,6.9,2007,25,Nene,16.2,16.6,5.3,1.8,4.4,3.6,1.3,5.4,3.1,1.7,0.9,1.9,16,0.1,101.3,45.9,9.3,14.5,40.8,0.71,0.5,3428212,good
Forward,5991,11.2,2006,24,Nene,26.1,26.8,12.2,4.6,8.1,4.7,2,7,4.4,3,1.2,2.3,64,0,106,61.1,7.2,13.3,57,0.61,3.9,4215475.1,good
Forward,6223,-53.3,2005,23,Nene,-2,2.6,0,0,1,0,2,0,0,0,0,0,1,0,33.3,0,0,0,0,0,-100,1239242.8402564102,aboveAvergae
Forward,6459,10.5,2004,22,Nene,22.6,23.9,9.6,3.5,7,4,1.7,5.9,3.9,2.5,1.5,1.9,55,0,101.9,55.1,10.3,12.5,50.3,0.89,2.3,3181926.49,good
Forward,6701,9.4,2003,21,Nene,26.6,32.6,11.8,4.3,8.2,4.5,2.4,6.5,4.6,3.1,2.2,2,77,0,104.1,57.8,10.4,10.3,53,0.92,5.7,3670321.64,good
Forward,6929,10.2,2002,20,Nene,25.6,28.2,10.5,4,7.7,3.5,2.3,6.1,4.3,2.5,1.9,2.6,80,0,92.8,54.5,11.9,11.6,51.9,0.82,-5.6,2774788.21,good
Forward,3129,13,2018,38,Pau Gasol,13.5,12,3.9,1.4,3.1,3.8,0.5,4.6,1.3,0.9,1.7,0.7,30,0.4,104.9,52.9,20.9,18.1,44.7,3.25,-6.2,17133285,topPayer
Forward,3902,16.5,2015,35,Pau Gasol,41.4,31.8,16.5,6.5,13.8,8.9,2.3,11,4,3.2,4.1,2.2,72,1,104.2,52.9,21.5,16.1,46.9,1.79,-0.2,7448760,topPayer
Forward,4148,16.9,2014,34,Pau Gasol,41.3,34.4,18.5,7.3,14.8,9,2,11.8,4.7,3.8,2.7,2.8,78,0.3,106.1,55,14.2,16.1,49.4,1.33,3.2,7128000,topPayer
Forward,4387,13.6,2013,33,Pau Gasol,37.6,31.4,17.4,7.1,14.8,7.6,2.4,9.7,4.2,3.1,3.4,2.1,60,0.2,102.2,52.2,18.4,14.8,48,1.43,-8.6,19285850,topPayer
Forward,4627,12.4,2012,32,Pau Gasol,33.2,33.8,13.7,5.5,11.8,6.3,2.1,8.6,3.6,2.6,4.1,2.3,49,0.6,106.6,51.2,19.6,12.6,46.6,1.92,2.9,19000000,topPayer
Forward,4866,14.8,2011,31,Pau Gasol,38.9,37.4,17.4,7.1,14.1,7.6,2.2,10.4,4,3.1,3.6,2.8,65,0.4,104.5,54.7,17,13.8,50.1,1.67,3.1,18714150,topPayer
Forward,5087,15.9,2010,30,Pau Gasol,40.8,37,18.8,7.2,13.7,6.9,1.7,10.2,5.2,4.3,3.3,3.3,82,0,110.8,58.9,14.8,13.8,52.9,1.92,8.6,17823000,topPayer
Forward,5301,16,2009,29,Pau Gasol,41.6,37,18.3,7,13,7.6,2.2,11.3,5.6,4.4,3.4,3.7,65,0.1,109.4,59.3,14.7,15.3,53.6,1.52,6,16452000,topPayer
Forward,5526,15.3,2008,28,Pau Gasol,38.7,37,18.9,7.3,12.9,6.4,1.9,9.6,5.4,4.2,3.5,3.2,81,0,113.1,61.7,14.6,13.1,56.7,1.81,9.4,15106000,topPayer
Forward,5762,14.5,2007,27,Pau Gasol,37.7,35.6,18.9,7.2,13.5,6,1.9,8.4,5.5,4.4,3.2,2.3,66,0.2,110.1,59.4,14.8,12,53.4,1.7,4.6,13735000,topPayer
Forward,3136,12.5,2018,25,Richaun Holmes,19.6,16.9,8.2,3.2,5.2,3.1,0.7,4.7,2.5,1.8,0.9,1.6,70,0,103.5,64.7,8.2,13.4,60.8,1.15,-5.4,1600520,aboveAvergae
Forward,3401,11.5,2017,24,Richaun Holmes,16.2,15.5,6.5,2.8,5,3.2,0.5,4.4,1.2,0.8,1.3,1.2,48,0.6,104.1,58.5,12.2,13.1,56,2.44,-1.6,1471382,aboveAvergae
Forward,3148,12.3,2018,29,Serge Ibaka,30.6,27.2,15,6.3,11.9,6,1.5,8.1,2.4,1.8,1.3,2.1,74,2.3,113.6,58.2,7.6,14.4,52.9,0.88,6.2,21666667,topPayer
Forward,3410,9.8,2017,28,Serge Ibaka,25.3,27.5,12.6,5,10.3,5.3,1.2,6.3,1.6,1.2,0.8,1,76,3.9,112.8,57.4,4.4,11.2,48.3,0.69,6.8,20061729,topPayer
Forward,4408,12.4,2013,24,Serge Ibaka,35.3,32.9,15.1,6.5,12.1,6,1.5,8.8,2.5,1.9,1,2.8,81,0.7,109.8,57.6,5.1,13.3,53.6,0.69,7.3,12250000,topPayer
Forward,4645,11.6,2012,23,Serge Ibaka,31.8,31.1,13.2,5.6,9.7,4.9,1.6,7.7,2.4,1.8,0.5,2.8,80,0.7,110.8,61.2,2.8,12.6,57.3,0.34,10.6,2253061,aboveAvergae
Forward,4884,11,2011,22,Serge Ibaka,30.1,27.1,9.1,4,7.4,4.6,1.2,7.5,1.8,1.2,0.4,2.9,66,0,106.4,55.6,2.4,13.8,53.5,0.35,5.8,1288200,aboveAvergae
Forward,5110,10.9,2010,21,Serge Ibaka,26.9,27,9.9,4.1,7.5,5,0.9,7.6,2.2,1.7,0.3,2.6,82,0,108.1,57.9,1.6,14.4,54.3,0.31,3.2,1204200,aboveAvergae
Forward,3947,10.2,2015,26,Tyler Zeller,11.2,11.8,6.1,2.3,4.8,1.9,0.8,3,1.8,1.5,0.5,1,60,0,98,53.9,7.3,11.4,47.6,0.63,-4.3,2616975,good
Forward,4196,12.7,2014,25,Tyler Zeller,20.7,21.1,10.2,4.1,7.5,3.9,0.9,5.7,2.3,1.9,1.4,1.8,82,0,100.3,59.4,10.6,13,54.9,1.49,-2,1703760,aboveAvergae
Forward,4437,9.9,2013,24,Tyler Zeller,12.8,15,5.7,2.2,4.1,2.6,0.9,4,1.7,1.2,0.5,1.5,70,0,100.8,58.1,5.5,13.2,53.8,0.6,-0.7,1633440,aboveAvergae
Forward,4671,6.4,2012,23,Tyler Zeller,19.5,26.4,7.9,3.2,7.3,3.6,1.2,5.7,2,1.6,1.2,2.1,77,0.1,101.2,48.6,7.5,10.8,43.8,1.01,-6,1563120,aboveAvergae
Forward,4680,9.2,2012,29,Zaza Pachulia,17.3,21.8,5.9,2.2,4.6,3.9,1.3,6.5,2,1.5,1.5,2.5,52,0.1,101.4,53.4,10.7,15.4,47.3,1.13,-1.2,5248750,good
Forward,5359,7,2009,26,Zaza Pachulia,11.5,14,4.3,1.5,3.2,2.3,0.7,3.8,1.8,1.2,0.5,1.5,78,0.1,104.9,53.9,5.8,13.8,48.8,0.72,0.4,4750000,good
Forward,5585,8.9,2008,25,Zaza Pachulia,15.3,19.1,6.2,2.1,4.2,3.4,1.2,5.7,3,2.1,0.7,2.2,77,0,106.7,57.1,6.2,15.3,49.7,0.63,4.9,4000000,good
Forward,6292,8.7,2005,22,Zaza Pachulia,26.2,31.4,11.7,3.9,8.7,4.5,2.3,7.9,5.2,3.8,1.7,3.4,78,0,105.3,53,8.4,13.6,45.1,0.72,-4.7,4000000,good
Forward,6533,9.6,2004,21,Zaza Pachulia,15.8,18.9,6.2,2.2,4.8,3.3,0.9,5.1,2.5,1.9,0.8,1.8,74,0,104,52.6,7.1,14.5,45.2,0.86,-0.2,620046,belowAverage
Forward,6779,5.9,2003,20,Zaza Pachulia,8.3,11.2,3.3,1.2,3,1.8,0.6,2.9,1.5,1,0.2,1.2,59,0,95.8,45.2,3.3,12.9,38.9,0.38,-3.8,366931,belowAverage
Forward,3184,33.3,2018,23,Zhou Qi,2,1,2,1,1,0,0,0,0,0,0,0,1,0,66.7,100,0,0,100,0,-66.7,1378242,aboveAvergae
Forward,3451,-0.5,2017,22,Zhou Qi,5,6.9,1.2,0.3,1.8,0.9,0.6,1.2,0.7,0.4,0.1,0.3,18,1.1,81.5,29.5,2.8,7.8,18.8,0.2,-26.1,815615,belowAverage
Forward,5141,13.1,2009,25,Al Jefferson,35.5,32.4,17.1,7.4,14.8,6.9,1.8,9.3,3.5,2.4,1.8,2.4,76,0.1,99.6,52.4,9.9,14.5,49.8,1.01,-10.4,12000000,topPayer
Forward,5363,15.6,2008,24,Al Jefferson,44.1,36.7,23.1,9.7,19.5,7.5,1.8,11,5,3.7,1.6,3.4,50,0.1,106.4,53.2,8.2,15.4,49.7,0.86,-2.6,11000000,topPayer
Forward,5590,14.7,2007,23,Al Jefferson,41.5,35.6,21,8.8,17.6,7.4,2,11.1,4.8,3.5,1.4,3.8,82,0.1,102.4,53.5,7.5,16.3,50,0.7,-9.8,2480885,aboveAvergae
Forward,5822,13.9,2006,22,Al Jefferson,35.8,33.6,16,6.6,12.8,7.5,2,11,4.3,2.9,1.3,3.4,69,0,102.7,54.7,7.1,17.5,51.4,0.65,-3.3,1618320,aboveAvergae
Forward,3209,14,2017,30,Brandan Wright,13.6,13.6,5,2.1,3.6,2.2,0.3,3.4,1.2,0.8,0.5,1.2,28,0,103,59.6,5.6,12.4,57.8,1.63,5.3,5955760,topPayer
Forward,4468,12.9,2012,25,Brandan Wright,18.5,17.9,8.5,3.8,6.3,2.7,0.5,4.1,1.5,0.9,0.6,1.3,64,0,107,60.6,5.4,11.2,59.7,1.12,4.9,992680,belowAverage
Forward,3215,5.4,2017,21,Caleb Swanigan,5.7,7,2.3,0.9,2.2,1.4,0.7,2,0.7,0.4,0.5,0.6,27,0.3,95.9,44.9,12.4,13.9,40,0.78,-3.1,1465920,aboveAvergae
Forward,3489,7.2,2016,20,Chinanu Onuaku,7.7,10.3,2.8,1,1.4,1.6,0.8,2,0.8,0.8,0.6,0.4,5,0,95.6,79.9,8.6,10.3,71.4,0.75,-41,543471,belowAverage
