PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,YEAR
Enes Kanter,POR,27,67,28,39,24.5,13.7,5.6,10.2,54.9,0.1,0.5,29.4,2.3,2.9,78.7,3.8,6.0,9.8,1.7,1.8,0.5,0.4,2.5,28.9,32,0,-2.8,2018
Al Horford,BOS,33,68,41,27,29.0,13.6,5.7,10.6,53.5,1.1,3.0,36.0,1.1,1.4,82.1,1.8,5.0,6.7,4.2,1.5,0.9,1.3,1.9,32.8,10,1,3.8,2018
Marc Gasol,TOR,34,79,39,40,30.8,13.6,4.9,11.0,44.8,1.3,3.5,36.3,2.4,3.2,75.9,1.0,6.9,7.9,4.4,2.0,1.1,1.1,2.7,34.2,19,1,2.0,2018
Myles Turner,IND,23,74,43,31,28.6,13.3,5.1,10.5,48.7,1.0,2.6,38.8,2.0,2.7,73.6,1.4,5.8,7.2,1.6,1.4,0.8,2.7,2.6,33.4,17,0,1.6,2018
Dwight Howard,WAS,33,9,4,5,25.5,12.8,4.8,7.7,62.3,0.0,0.0,0.0,3.2,5.3,60.4,2.7,6.6,9.2,0.4,1.8,0.8,0.4,3.8,26.4,3,0,-5.6,2018
Brook Lopez,MIL,31,81,60,21,28.7,12.5,4.4,9.7,45.2,2.3,6.3,36.5,1.4,1.6,84.2,0.4,4.5,4.9,1.2,1.0,0.6,2.2,2.3,27.6,2,0,7.2,2018
Hassan Whiteside,MIA,30,72,33,39,23.3,12.3,5.4,9.4,57.1,0.0,0.2,12.5,1.5,3.4,44.9,3.6,7.8,11.3,0.8,1.3,0.6,1.9,2.7,33.3,36,0,0.3,2018
JaVale McGee,LAL,31,75,35,40,22.3,12.0,5.3,8.5,62.4,0.0,0.2,8.3,1.3,2.0,63.2,2.6,4.9,7.5,0.7,1.4,0.6,2.0,2.8,28.4,14,0,-2.1,2018
Willie Cauley-Stein,SAC,25,81,39,42,27.3,11.9,5.1,9.1,55.6,0.0,0.0,50.0,1.7,3.1,55.1,2.2,6.1,8.4,2.4,1.0,1.2,0.6,2.8,30.0,22,0,0.7,2018
Derrick Favors,UTA,27,76,46,30,23.2,11.8,4.8,8.1,58.6,0.2,1.0,21.8,2.0,3.0,67.5,2.7,4.6,7.4,1.2,1.1,0.7,1.4,2.1,27.7,15,0,2.4,2018
Alex Len,ATL,26,77,28,49,20.1,11.1,4.2,8.4,49.4,1.0,2.6,36.3,1.8,2.8,64.8,2.1,3.5,5.5,1.1,1.3,0.4,0.9,2.6,21.9,9,0,-2.1,2018
DeAndre Jordan,NYK,30,69,25,44,29.7,11.0,4.1,6.5,64.1,0.0,0.0,0.0,2.7,3.8,70.5,3.3,9.8,13.1,2.3,2.2,0.6,1.1,2.4,32.8,42,0,-3.1,2018
Tristan Thompson,CLE,28,43,8,35,27.9,10.9,4.7,8.8,52.9,0.0,0.0,0.0,1.6,2.5,64.2,4.0,6.2,10.2,2.0,1.4,0.7,0.4,2.1,27.9,19,0,-7.0,2018
Jarrett Allen,BKN,21,80,42,38,26.2,10.9,4.2,7.1,59.0,0.1,0.6,13.3,2.5,3.5,70.9,2.4,6.0,8.4,1.4,1.3,0.5,1.5,2.3,27.9,24,0,-1.5,2018
Dewayne Dedmon,ATL,29,64,24,40,25.1,10.8,4.0,8.2,49.2,1.3,3.4,38.2,1.4,1.8,81.4,1.6,5.9,7.5,1.4,1.3,1.1,1.1,3.3,27.2,11,0,-2.7,2018
Dwight Powell,DAL,27,77,31,46,21.6,10.6,3.8,6.3,59.7,0.5,1.6,30.7,2.5,3.3,77.2,1.8,3.5,5.3,1.5,0.9,0.6,0.6,2.6,22.0,6,0,0.2,2018
Thomas Bryant,WAS,21,72,29,43,20.8,10.5,4.3,7.0,61.6,0.5,1.4,33.3,1.5,1.9,78.1,1.6,4.7,6.3,1.3,0.8,0.3,0.9,1.8,23.0,14,0,-1.5,2018
Kenneth Faried,HOU,29,37,21,16,19.7,10.4,4.2,7.2,58.9,0.2,0.7,32.0,1.7,2.7,64.6,2.6,4.1,6.8,0.5,0.9,0.5,0.6,2.2,21.6,14,0,1.7,2018
Wendell Carter Jr.,CHI,20,44,10,34,25.2,10.3,4.1,8.4,48.5,0.1,0.7,18.8,2.0,2.5,79.5,2.0,5.0,7.0,1.8,1.5,0.6,1.3,3.5,25.6,7,0,-6.6,2018
Cody Zeller,CHA,26,49,22,27,25.4,10.1,3.9,7.0,55.1,0.1,0.4,27.3,2.3,2.9,78.7,2.2,4.6,6.8,2.1,1.3,0.8,0.8,3.3,25.0,4,0,0.9,2018
Robin Lopez,CHI,31,74,20,54,21.7,9.5,4.1,7.2,56.8,0.1,0.4,22.6,1.2,1.7,72.4,1.9,2.0,3.9,1.2,1.3,0.1,1.1,1.7,18.3,2,0,-1.9,2018
Ivica Zubac,LAC,22,59,32,27,17.6,8.9,3.6,6.4,55.9,0.0,0.0,0.0,1.7,2.1,80.2,1.9,4.2,6.1,1.1,1.2,0.2,0.9,2.3,20.0,8,0,0.7,2018
Bam Adebayo,MIA,21,82,39,43,23.3,8.9,3.4,5.9,57.6,0.0,0.2,20.0,2.0,2.8,73.5,2.0,5.3,7.3,2.2,1.5,0.9,0.8,2.5,24.5,11,0,0.3,2018
Frank Kaminsky,CHA,26,47,22,25,16.1,8.6,2.9,6.3,46.3,1.1,3.0,36.0,1.7,2.3,73.8,0.8,2.6,3.5,1.3,0.9,0.3,0.3,1.4,15.4,2,0,0.9,2018
Jahlil Okafor,NOP,23,59,23,36,15.8,8.2,3.6,6.1,58.6,0.0,0.1,20.0,1.0,1.5,66.3,1.4,3.3,4.7,0.7,0.9,0.3,0.7,1.6,16.8,6,0,-2.0,2018
Richaun Holmes,PHX,25,70,16,54,16.9,8.2,3.2,5.2,60.8,0.0,0.0,0.0,1.8,2.5,73.1,1.6,3.1,4.7,0.9,0.7,0.6,1.1,2.8,19.6,5,0,-2.5,2018
Ante Zizic,CLE,22,59,13,46,18.3,7.8,3.1,5.6,55.3,0.0,0.0,0.0,1.6,2.2,70.5,1.8,3.6,5.4,0.9,1.0,0.2,0.4,1.9,16.4,4,0,-1.4,2018
Mason Plumlee,DEN,29,82,54,28,21.1,7.8,3.2,5.4,59.3,0.0,0.1,20.0,1.4,2.4,56.1,2.0,4.4,6.4,3.0,1.5,0.8,0.9,3.1,23.5,9,0,0.9,2018
Tyler Zeller,MEM,29,6,3,3,15.5,7.7,2.7,5.0,53.3,0.0,0.2,0.0,2.3,3.0,77.8,1.8,2.2,4.0,0.7,0.7,0.2,0.5,3.3,14.8,0,0,2.0,2018
Mitchell Robinson,NYK,21,66,16,50,20.6,7.3,3.1,4.4,69.4,0.0,0.0,0.0,1.2,2.0,60.0,2.7,3.7,6.4,0.6,0.5,0.8,2.4,3.3,25.0,11,0,-3.1,2018
Boban Marjanovic,PHI,30,58,31,27,11.7,7.3,2.8,4.5,61.5,0.1,0.2,40.0,1.7,2.3,74.8,1.5,3.1,4.6,0.9,1.0,0.3,0.5,1.6,15.4,6,0,0.1,2018
Willy Hernangomez,CHA,25,58,31,27,14.0,7.3,2.6,5.1,51.9,0.3,0.7,38.5,1.7,2.5,69.4,2.0,3.3,5.4,1.0,1.0,0.3,0.3,1.7,16.1,4,0,-1.6,2018
Joakim Noah,MEM,34,42,14,28,16.5,7.1,2.6,5.1,51.6,0.0,0.0,0.0,1.9,2.6,71.6,1.4,4.3,5.7,2.1,1.2,0.5,0.7,2.3,19.5,4,0,0.1,2018
Harry Giles III,SAC,21,58,26,32,14.1,7.0,3.0,6.0,50.3,0.0,0.1,0.0,1.0,1.6,63.7,1.1,2.7,3.8,1.5,1.3,0.5,0.4,2.6,15.3,0,0,-1.8,2018
Mike Muscala,LAL,27,64,35,29,20.4,7.0,2.3,5.6,40.2,1.4,4.0,34.8,1.1,1.3,82.4,0.9,2.9,3.8,1.2,0.8,0.3,0.6,2.0,15.4,1,0,0.5,2018
Luke Kornet,NYK,23,46,9,37,17.0,7.0,2.3,6.2,37.8,1.5,4.2,36.3,0.8,1.0,82.6,0.6,2.3,2.9,1.2,0.5,0.6,0.9,0.9,16.2,1,0,-1.2,2018
Zach Collins,POR,21,77,51,26,17.6,6.6,2.5,5.2,47.3,0.5,1.6,33.1,1.2,1.6,74.6,1.4,2.8,4.2,0.9,1.0,0.3,0.9,2.3,15.6,0,0,-0.1,2018
Gorgui Dieng,MIN,29,76,33,43,13.6,6.4,2.5,5.0,50.1,0.3,0.7,33.9,1.2,1.4,83.0,1.1,3.0,4.1,0.9,0.8,0.6,0.5,1.8,15.5,2,0,-1.5,2018
Kevon Looney,GSW,23,80,56,24,18.5,6.3,2.7,4.3,62.5,0.0,0.1,10.0,0.8,1.3,61.9,2.4,2.8,5.2,1.5,0.6,0.6,0.7,2.6,17.9,1,0,3.8,2018
Mo Bamba,ORL,21,47,19,28,16.3,6.2,2.5,5.2,48.1,0.4,1.5,30.0,0.8,1.3,58.7,1.4,3.6,5.0,0.8,0.9,0.3,1.4,2.2,17.4,1,0,-5.1,2018
Meyers Leonard,POR,27,61,35,26,14.4,5.9,2.2,4.0,54.5,0.8,1.8,45.0,0.7,0.8,84.3,0.8,3.0,3.8,1.2,0.7,0.2,0.1,1.7,12.7,2,0,-1.3,2018
Ed Davis,BKN,30,81,42,39,17.9,5.8,2.3,3.7,61.6,0.0,0.0,0.0,1.2,2.0,61.7,2.7,5.9,8.6,0.8,0.8,0.4,0.4,2.8,19.0,6,0,1.2,2018
Tony Bradley,UTA,21,3,2,1,12.0,5.7,2.7,5.3,50.0,0.0,0.0,0.0,0.3,0.7,50.0,3.0,2.0,5.0,0.3,1.0,0.7,0.7,2.0,15.2,1,0,-6.0,2018
Aron Baynes,BOS,32,51,32,19,16.1,5.6,2.1,4.4,47.1,0.4,1.2,34.4,1.0,1.2,85.5,1.7,3.0,4.7,1.1,0.8,0.2,0.7,2.5,14.8,3,0,2.5,2018
Jakob Poeltl,SAS,23,77,43,34,16.5,5.5,2.4,3.8,64.5,0.0,0.0,0.0,0.6,1.2,53.3,2.3,3.0,5.3,1.2,0.6,0.4,0.9,1.6,16.9,1,0,1.1,2018
Damian Jones,GSW,24,24,15,9,17.1,5.4,2.2,3.1,71.6,0.0,0.0,0.0,1.0,1.5,64.9,1.3,1.8,3.1,1.2,0.7,0.5,1.0,2.6,14.9,0,0,0.7,2018
Greg Monroe,PHI,29,43,28,15,11.2,5.3,2.1,4.4,48.7,0.0,0.1,20.0,1.0,1.7,62.5,1.6,2.4,4.0,0.6,0.7,0.3,0.2,1.5,11.8,0,0,-1.7,2018
Marcin Gortat,LAC,35,47,25,22,16.0,5.0,2.1,4.0,53.2,0.0,0.0,0.0,0.7,1.0,72.9,1.4,4.1,5.6,1.4,1.1,0.1,0.5,2.0,14.5,1,0,-2.1,2018
Nerlens Noel,OKC,25,77,48,29,13.7,4.9,2.1,3.6,58.7,0.0,0.0,0.0,0.7,1.0,68.4,1.6,2.6,4.2,0.6,0.6,0.9,1.2,2.2,16.5,2,0,-1.0,2018
Moritz Wagner,LAL,22,43,15,28,10.4,4.8,1.7,4.0,41.5,0.5,1.8,28.6,1.0,1.2,81.1,0.4,1.6,2.0,0.6,0.9,0.3,0.3,1.3,8.8,0,0,-2.3,2018
Khem Birch,ORL,26,50,26,24,12.9,4.8,1.8,3.0,60.3,0.0,0.0,0.0,1.2,1.7,69.9,1.6,2.2,3.8,0.8,0.4,0.4,0.6,1.4,12.9,1,0,0.9,2018
Miles Plumlee,ATL,30,18,1,17,9.6,4.4,1.8,2.7,66.7,0.0,0.0,0.0,0.9,1.7,53.3,0.9,1.3,2.2,0.9,0.6,0.3,0.2,0.8,9.6,0,0,-2.4,2018
Bismack Biyombo,CHA,26,54,24,30,14.5,4.4,1.6,2.9,57.1,0.0,0.0,0.0,1.1,1.7,63.7,1.5,3.1,4.6,0.6,0.6,0.2,0.8,1.9,13.0,3,0,-2.5,2018
Ian Mahinmi,WAS,32,34,12,22,14.6,4.1,1.4,3.1,45.2,0.1,0.5,18.8,1.2,1.8,68.9,1.4,2.4,3.8,0.7,0.6,0.7,0.5,2.5,12.7,1,0,-1.0,2018
Cristiano Felicio,CHI,26,60,16,44,12.4,4.0,1.6,3.0,53.1,0.0,0.1,0.0,0.8,1.2,68.5,1.3,2.3,3.6,0.6,0.6,0.2,0.1,1.2,9.6,0,0,-2.2,2018
Deyonta Davis,ATL,22,9,3,6,13.2,4.0,1.7,2.4,68.2,0.0,0.1,0.0,0.7,1.1,60.0,1.1,2.9,4.0,0.6,0.3,0.3,0.6,1.3,12.0,0,0,-2.4,2018
Amir Johnson,PHI,32,51,32,19,10.4,3.9,1.5,3.1,50.3,0.2,0.8,30.0,0.6,0.8,75.6,0.9,2.0,2.9,1.2,0.9,0.3,0.3,1.9,10.0,0,0,-1.4,2018
Pau Gasol,MIL,38,30,17,13,12.0,3.9,1.4,3.1,44.7,0.2,0.4,46.2,0.9,1.3,70.0,0.7,3.8,4.6,1.7,0.5,0.2,0.5,1.0,13.5,1,0,-1.1,2018
Zaza Pachulia,DET,35,68,35,33,12.9,3.9,1.3,2.8,44.0,0.0,0.1,0.0,1.4,1.8,78.2,1.5,2.4,3.9,1.3,0.8,0.5,0.3,2.2,11.9,0,0,-1.4,2018
Salah Mejri,DAL,33,36,13,23,11.1,3.9,1.5,3.1,49.1,0.3,0.9,32.4,0.6,0.9,62.5,1.0,2.6,3.6,1.0,0.6,0.3,0.7,1.5,12.2,1,0,-1.4,2018
Kosta Koufos,SAC,30,42,21,21,11.9,3.7,1.7,3.6,47.7,0.0,0.0,0.0,0.2,0.6,41.7,1.2,3.0,4.2,0.9,0.6,0.4,0.4,1.6,11.8,0,0,-0.8,2018
Alan Williams,BKN,26,5,1,4,5.1,3.6,1.6,2.6,61.5,0.0,0.2,0.0,0.4,0.8,50.0,0.8,3.0,3.8,0.6,0.2,0.2,0.0,0.4,9.5,0,0,3.2,2018
Nene,HOU,36,42,29,13,13.0,3.6,1.4,2.8,51.7,0.0,0.1,0.0,0.7,1.1,66.0,0.8,2.1,2.9,0.6,0.3,0.4,0.4,2.1,10.1,0,0,2.4,2018
Channing Frye,CLE,36,36,7,29,9.5,3.6,1.2,3.3,36.8,0.9,2.2,40.5,0.3,0.4,78.6,0.1,1.3,1.4,0.6,0.4,0.2,0.1,1.2,6.7,0,0,-4.1,2018
Andrew Bogut,GSW,34,11,8,3,12.2,3.5,1.6,3.3,50.0,0.0,0.0,0.0,0.3,0.3,100,1.1,3.9,5.0,1.0,0.7,0.3,0.7,2.0,13.3,0,0,0.9,2018
Kyle O'Quinn,IND,29,45,27,18,8.2,3.5,1.5,3.0,50.7,0.0,0.3,8.3,0.4,0.5,81.0,0.6,2.0,2.6,1.2,0.7,0.2,0.6,1.5,10.1,1,0,0.1,2018
Jason Smith,NOP,33,20,10,10,9.5,3.3,1.1,3.0,35.6,0.5,1.3,34.6,0.7,0.8,87.5,0.8,1.8,2.6,0.7,0.7,0.2,0.4,1.5,8.3,0,0,-2.5,2018
Tyson Chandler,LAL,36,55,26,29,15.9,3.1,1.1,1.8,61.6,0.0,0.0,0.0,0.9,1.6,58.6,1.7,3.9,5.6,0.7,0.8,0.4,0.4,2.0,12.5,3,0,-0.7,2018
Isaac Humphries,ATL,21,5,1,4,11.3,3.0,1.2,4.2,28.6,0.6,2.2,27.3,0.0,0.0,0.0,0.8,1.4,2.2,0.0,0.0,0.2,0.0,1.4,6.2,0,0,-4.4,2018
Robert Williams III,BOS,21,32,18,14,8.8,2.5,1.1,1.6,70.6,0.0,0.0,0.0,0.3,0.5,60.0,0.8,1.7,2.5,0.2,0.3,0.3,1.3,1.1,10.2,0,0,-1.6,2018
Ekpe Udoh,UTA,32,51,35,16,6.3,2.3,1.0,1.4,69.4,0.0,0.0,0.0,0.4,0.6,63.3,0.5,1.2,1.8,0.5,0.3,0.2,0.6,0.7,7.4,1,0,-1.0,2018
Donatas Motiejunas,SAS,28,3,3,0,4.3,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.3,1.0,0.3,1.0,0.0,0.3,2.0,3.7,0,0,-5.3,2018
Zhou Qi,HOU,23,1,0,1,1.0,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,-2.0,2018
Isaiah Hartenstein,HOU,21,28,15,13,7.9,1.9,0.7,1.5,48.8,0.1,0.2,33.3,0.4,0.5,78.6,0.8,0.9,1.7,0.5,0.5,0.3,0.4,2.0,6.3,0,0,1.4,2018
Justin Patton,PHI,22,3,2,1,6.9,1.7,0.7,2.3,28.6,0.0,0.7,0.0,0.3,0.7,50.0,0.7,1.3,2.0,1.0,0.0,0.7,0.0,1.7,7.6,0,0,-1.0,2018
Thomas Welsh,DEN,23,11,8,3,3.3,1.6,0.6,1.2,53.8,0.3,0.6,42.9,0.1,0.2,50.0,0.0,0.4,0.4,0.5,0.1,0.0,0.0,0.3,2.7,0,0,0.2,2018
Angel Delgado,LAC,24,2,0,2,7.4,1.5,0.5,2.5,20.0,0.0,0.0,0.0,0.5,1.0,50.0,1.0,1.0,2.0,0.0,0.0,0.5,0.0,1.0,5.4,0,0,1.5,2018
Eric Moreland,TOR,27,5,3,2,8.6,1.4,0.6,1.4,42.9,0.2,0.2,100,0.0,0.0,0.0,0.8,3.2,4.0,0.8,1.0,0.2,0.2,1.8,7.6,0,0,-3.4,2018
Ike Anigbogu,IND,20,3,2,1,2.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,1.0,0.3,0.3,0.0,0.3,0.0,2.4,0,0,-0.7,2018
Tyler Davis,OKC,22,1,1,0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0,0.0,2018
Anthony Davis,NOP,25,75,45,30,36.4,28.1,10.4,19.5,53.4,0.7,2.2,34.0,6.6,8.0,82.8,2.5,8.6,11.1,2.3,2.2,1.5,2.6,2.1,55.1,50,1,3.9,2017
DeMarcus Cousins,NOP,27,48,27,21,36.2,25.2,8.5,18.0,47.0,2.2,6.1,35.4,6.1,8.2,74.6,2.2,10.7,12.9,5.4,5.0,1.6,1.6,3.8,53.3,38,3,1.6,2017
Joel Embiid,PHI,24,63,41,22,30.4,22.9,8.1,16.8,48.3,1.0,3.4,30.8,5.7,7.4,76.9,2.3,8.7,11.0,3.2,3.7,0.6,1.8,3.3,44.3,38,0,7.7,2017
Kristaps Porzingis,NYK,22,48,22,26,32.4,22.7,8.1,18.5,43.9,1.9,4.8,39.5,4.5,5.7,79.3,1.3,5.3,6.6,1.2,1.9,0.8,2.4,2.9,39.8,5,0,0.3,2017
Karl-Anthony Towns,MIN,22,82,47,35,35.6,21.3,7.8,14.3,54.5,1.5,3.5,42.1,4.2,4.9,85.8,2.9,9.4,12.3,2.4,1.9,0.8,1.4,3.5,44.3,68,0,4.5,2017
Nikola Jokic,DEN,23,75,43,32,32.6,18.5,6.7,13.5,49.9,1.5,3.7,39.6,3.5,4.2,85.0,2.6,8.1,10.7,6.1,2.8,1.2,0.8,2.8,43.7,38,10,4.7,2017
Kevin Love,CLE,29,59,37,22,28.0,17.6,5.7,12.4,45.8,2.3,5.6,41.5,4.0,4.5,88.0,1.7,7.5,9.3,1.7,1.5,0.7,0.4,2.0,33.2,31,0,1.3,2017
Marc Gasol,MEM,33,73,21,52,33.0,17.2,5.9,14.2,42.0,1.5,4.4,34.1,3.8,4.6,83.4,1.1,7.0,8.1,4.2,2.7,0.7,1.4,2.5,36.9,25,1,-4.3,2017
Dwight Howard,CHA,32,81,35,46,30.4,16.6,6.2,11.2,55.5,0.0,0.1,14.3,4.1,7.2,57.4,3.1,9.3,12.5,1.3,2.6,0.6,1.6,3.1,37.6,53,0,1.1,2017
Nikola Vucevic,ORL,27,57,17,40,29.5,16.5,7.0,14.7,47.5,1.1,3.6,31.4,1.4,1.6,81.9,1.8,7.4,9.2,3.4,1.9,1.0,1.1,2.5,36.8,29,1,-0.6,2017
Julius Randle,LAL,23,82,35,47,26.7,16.1,6.1,11.0,55.8,0.1,0.5,22.2,3.7,5.2,71.8,2.2,5.8,8.0,2.6,2.6,0.5,0.5,3.3,30.2,28,1,-1.0,2017
Andre Drummond,DET,24,78,37,41,33.7,15.0,6.0,11.3,52.9,0.0,0.1,0.0,3.1,5.1,60.5,5.1,10.9,16.0,3.0,2.6,1.5,1.6,3.2,45.5,62,0,-0.7,2017
Jusuf Nurkic,POR,23,79,48,31,26.4,14.3,6.1,12.0,50.5,0.0,0.1,0.0,2.2,3.5,63.0,2.4,6.6,9.0,1.8,2.3,0.8,1.4,3.1,32.1,27,0,2.0,2017
Enes Kanter,NYK,26,71,27,44,25.8,14.1,5.9,10.0,59.2,0.0,0.0,0.0,2.2,2.6,84.8,3.8,7.1,11.0,1.5,1.7,0.5,0.5,2.6,30.9,39,0,-2.6,2017
Hassan Whiteside,MIA,29,54,30,24,25.3,14.0,5.8,10.7,54.0,0.0,0.0,100,2.4,3.4,70.3,3.2,8.2,11.4,1.0,1.7,0.7,1.7,2.4,34.8,28,0,-1.5,2017
Steven Adams,OKC,24,76,43,33,32.7,13.9,5.9,9.4,62.9,0.0,0.0,0.0,2.1,3.8,55.9,5.1,4.0,9.0,1.2,1.7,1.2,1.0,2.8,31.5,28,0,4.2,2017
Clint Capela,HOU,24,74,62,12,27.5,13.9,6.0,9.1,65.2,0.0,0.0,0.0,1.9,3.5,56.0,3.3,7.6,10.8,0.9,1.4,0.8,1.9,2.5,34.8,42,0,5.1,2017
Rudy Gobert,UTA,26,56,37,19,32.4,13.5,4.9,7.9,62.2,0.0,0.0,0.0,3.6,5.3,68.2,2.9,7.8,10.7,1.4,1.9,0.8,2.3,2.7,35.9,31,0,6.1,2017
Brook Lopez,LAL,30,74,34,40,23.4,13.0,5.0,10.7,46.5,1.5,4.4,34.5,1.5,2.1,70.3,1.0,3.0,4.0,1.7,1.3,0.4,1.3,2.6,24.2,4,0,-1.1,2017
Al Horford,BOS,32,72,47,25,31.6,12.9,5.1,10.5,48.9,1.3,3.1,42.9,1.3,1.7,78.3,1.4,5.9,7.4,4.7,1.8,0.6,1.1,1.9,32.0,15,0,4.8,2017
Willie Cauley-Stein,SAC,24,73,23,50,28.0,12.8,5.3,10.6,50.2,0.0,0.2,25.0,2.1,3.4,61.9,1.8,5.2,7.0,2.4,1.5,1.1,0.9,2.5,29.1,12,0,-4.4,2017
Myles Turner,IND,22,65,39,26,28.2,12.7,4.7,9.8,47.9,0.9,2.4,35.7,2.5,3.2,77.7,1.4,5.0,6.4,1.3,1.5,0.6,1.8,2.9,28.2,11,0,1.8,2017
Jonas Valanciunas,TOR,26,77,56,21,22.4,12.7,5.1,8.9,56.8,0.4,1.0,40.5,2.2,2.7,80.6,2.4,6.2,8.6,1.1,1.5,0.4,0.9,2.5,26.9,26,0,2.9,2017
Serge Ibaka,TOR,28,76,53,23,27.5,12.6,5.0,10.3,48.3,1.4,3.9,36.0,1.2,1.6,79.7,1.0,5.3,6.3,0.8,1.2,0.4,1.3,2.8,25.3,8,0,4.0,2017
Derrick Favors,UTA,26,77,46,31,28.0,12.3,5.1,9.1,56.3,0.2,0.8,22.2,1.8,2.8,65.1,2.6,4.6,7.2,1.3,1.1,0.7,1.1,2.1,27.0,15,0,1.9,2017
DeAndre Jordan,LAC,29,77,39,38,31.5,12.0,4.8,7.5,64.5,0.0,0.0,0.0,2.4,4.1,58.0,4.3,10.9,15.2,1.5,1.8,0.5,0.9,2.6,35.0,46,0,-1.7,2017
Dirk Nowitzki,DAL,40,77,24,53,24.7,12.0,4.5,9.8,45.6,1.8,4.4,40.9,1.3,1.4,89.8,0.3,5.4,5.7,1.6,0.7,0.6,0.6,1.9,24.0,5,0,-0.7,2017
Robin Lopez,CHI,30,64,23,41,26.4,11.8,5.3,10.1,53.0,0.1,0.2,28.6,1.1,1.4,75.6,2.1,2.4,4.5,1.9,1.7,0.2,0.8,1.7,21.6,3,0,-3.1,2017
Domantas Sabonis,IND,22,74,45,29,24.5,11.6,4.6,8.9,51.4,0.2,0.5,35.1,2.3,3.0,75.0,2.2,5.5,7.7,2.0,1.9,0.5,0.4,3.0,25.0,15,0,0.5,2017
Kelly Olynyk,MIA,27,76,42,34,23.4,11.5,4.2,8.4,49.7,1.4,3.7,37.9,1.8,2.3,77.0,1.2,4.5,5.7,2.7,1.9,0.8,0.5,2.9,24.3,7,0,3.1,2017
Frank Kaminsky,CHA,25,79,35,44,23.2,11.1,3.9,9.1,42.9,1.3,3.5,38.0,2.0,2.5,79.9,0.6,3.1,3.6,1.6,0.8,0.5,0.2,1.2,19.1,0,0,-0.7,2017
Montrezl Harrell,LAC,24,76,39,37,17.0,11.0,4.6,7.2,63.5,0.0,0.1,14.3,1.8,2.9,62.6,1.4,2.7,4.0,1.0,0.9,0.5,0.7,1.9,19.9,0,0,0.7,2017
John Collins,ATL,20,74,21,53,24.1,10.5,4.2,7.4,57.6,0.2,0.6,34.0,1.8,2.5,71.5,2.4,4.9,7.3,1.3,1.4,0.6,1.1,2.9,25.0,11,0,-3.0,2017
Greg Monroe,BOS,28,51,21,30,20.4,10.3,4.3,7.6,56.5,0.0,0.0,0.0,1.7,2.3,73.9,2.1,4.7,6.9,2.2,1.8,0.9,0.5,1.9,24.0,9,1,-4.2,2017
Pau Gasol,SAS,37,77,45,32,23.5,10.1,3.7,8.1,45.8,0.6,1.6,35.8,2.1,2.7,75.6,1.7,6.4,8.0,3.1,1.4,0.3,1.0,1.6,27.0,16,1,0.8,2017
Dewayne Dedmon,ATL,28,62,18,44,24.9,10.0,4.0,7.7,52.4,0.8,2.3,35.5,1.1,1.4,77.9,1.6,6.3,7.9,1.5,1.4,0.6,0.8,2.6,24.6,15,0,-2.5,2017
John Henson,MIL,27,76,39,37,25.9,8.8,3.8,6.6,57.2,0.0,0.1,14.3,1.2,2.1,57.0,2.0,4.8,6.8,1.5,1.1,0.6,1.4,2.7,24.1,10,0,2.2,2017
Skal Labissiere,SAC,22,60,19,41,20.7,8.7,3.4,7.6,44.8,0.3,0.9,35.3,1.6,2.0,80.5,1.6,3.2,4.8,1.2,1.2,0.4,0.8,2.2,18.7,3,0,-2.0,2017
Alex Len,PHX,25,69,20,49,20.2,8.5,3.1,5.5,56.6,0.0,0.0,33.3,2.3,3.3,68.4,2.5,5.0,7.5,1.2,1.1,0.4,0.9,2.3,22.0,12,0,-3.7,2017
Dwight Powell,DAL,26,79,23,56,21.2,8.5,3.2,5.4,59.3,0.4,1.1,33.3,1.7,2.3,71.9,1.7,3.9,5.6,1.2,0.7,0.8,0.4,2.4,20.0,5,0,0.1,2017
Marcin Gortat,WAS,34,82,43,39,25.3,8.4,3.5,6.8,51.8,0.0,0.0,0.0,1.3,2.0,67.5,2.2,5.4,7.6,1.8,1.2,0.5,0.7,2.1,22.8,15,0,1.3,2017
Jarrett Allen,BKN,20,72,25,47,20.0,8.2,3.3,5.5,58.9,0.1,0.2,33.3,1.6,2.0,77.6,2.0,3.4,5.4,0.7,1.1,0.4,1.2,2.0,19.3,4,0,-2.0,2017
Marreese Speights,ORL,30,52,15,37,13.0,7.7,2.7,6.7,39.5,1.7,4.5,36.9,0.8,1.1,72.7,0.4,2.2,2.6,0.8,0.8,0.2,0.4,2.0,12.9,1,0,0.5,2017
